id,source,headline,url,checkworthy,sentiment,raw_response,model,checkworthy_confidence,sentiment_confidence
858,Bangladesh Pratidin,কে হচ্ছেন পাকিস্তানের নতুন অধিনায়ক,https://www.bd-pratidin.com/sports/2026/05/23/1254793,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
859,Bangladesh Pratidin,বিশ্বকাপের আগে ঘানাকে হারিয়ে শক্তির জানান দিল মেক্সিকো,https://www.bd-pratidin.com/sports/2026/05/23/1254689,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.94}",gemma-3-4b-it,0.96,0.94
860,Bangladesh Pratidin,বিশ্বকাপের আগে কি ফিট হবেন মার্তিনেজ?,https://www.bd-pratidin.com/sports/2026/05/23/1254671,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.97,0.92
861,Bangladesh Pratidin,বিশ্বকাপের মঞ্চে থাকছেন না যেসব তারকা ফুটবলার,https://www.bd-pratidin.com/sports/2026/05/23/1254667,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
862,Bangladesh Pratidin,আরেকটি ফিফটিতে রেকর্ড ছুঁলেন সুদর্শন,https://www.bd-pratidin.com/sports/2026/05/23/1254662,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
863,Bangladesh Pratidin,লঙ্কা প্রিমিয়ার লিগে একই দলে খেলবেন সাকিব ও তাসকিন,https://www.bd-pratidin.com/sports/2026/05/23/1254661,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
864,Bangladesh Pratidin,২৭ বছর পর ফরাসি কাপ চ্যাম্পিয়ন লঁস,https://www.bd-pratidin.com/sports/2026/05/23/1254657,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.94}",gemma-3-4b-it,0.96,0.94
865,Bangladesh Pratidin,ত্রিমুকুট জিতলেন হামজা চৌধুরী,https://www.bd-pratidin.com/sports/2026/05/22/1254397,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 1.0, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.98}",gemma-3-4b-it,1.0,0.98
866,Bangladesh Pratidin,আইপিএলকে বিদায় বললেন ভারতীয় অলরাউন্ডার,https://www.bd-pratidin.com/sports/2026/05/22/1254387,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
867,Bangladesh Pratidin,বিসিবি নির্বাচন: শেষ দিনে মনোনয়ন জমা ৩৩,https://www.bd-pratidin.com/sports/2026/05/22/1254376,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.97,0.96
868,Bangladesh Pratidin,ম্যানচেস্টার সিটি ছাড়ছেন পেপ গার্দিওলা,https://www.bd-pratidin.com/sports/2026/05/22/1254358,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.99,0.88
869,Bangladesh Pratidin,২০২৮ সাল পর্যন্ত ম্যানচেস্টারে থাকছেন মাইকেল ক্যারিক,https://www.bd-pratidin.com/sports/2026/05/22/1254321,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.96,0.92
870,Bangladesh Pratidin,বাসিন্দাদের সাশ্রয়ী মূল্যে টিকিট জেতার সুযোগ দিচ্ছে মামদানি,https://www.bd-pratidin.com/sports/2026/05/22/1254313,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.89}",gemma-3-4b-it,0.94,0.89
871,Bangladesh Pratidin,"বিশ্বকাপের আগেই জোড়া গোলে রোনালদো চমক, আল নাসরের শিরোপা জয়",https://www.bd-pratidin.com/sports/2026/05/22/1254207,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
872,Bangladesh Pratidin,বিশ্বকাপের চূড়ান্ত দল ঘোষণার আগে স্কালোনির বিশেষ নজরে যারা,https://www.bd-pratidin.com/sports/2026/05/22/1254198,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
873,Bangladesh Pratidin,মরিনহোর প্রত্যাবর্তনে বড় পরিবর্তনের হাওয়া রিয়ালে,https://www.bd-pratidin.com/sports/2026/05/22/1254197,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.94}",gemma-3-4b-it,0.96,0.94
874,Bangladesh Pratidin,অভিজ্ঞ নয়্যারকে ফিরিয়ে বিশ্বকাপের দল ঘোষণা জার্মানির,https://www.bd-pratidin.com/sports/2026/05/22/1254187,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
875,Bangladesh Pratidin,এবার নেইমারকে নিয়ে ‘রাগ করলা’ রসিকতায় ফিফা,https://www.bd-pratidin.com/sports/2026/05/21/1253978,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.85, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.85,0.82
876,Bangladesh Pratidin,আর্জেন্টিনা ভক্তদের সহযোগিতায় নওগাঁয় ব্রাজিলের ৪০০ ফুট পতাকা,https://www.bd-pratidin.com/sports/2026/05/21/1253975,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
877,Bangladesh Pratidin,আচরণবিধি ভঙ্গে শাস্তির মুখে হার্দিক,https://www.bd-pratidin.com/sports/2026/05/21/1253883,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
878,Bangladesh Pratidin,"বিশ্বকাপের সেরা দাবিদার স্পেন, তবে ভাবাচ্ছে ইনজুরি",https://www.bd-pratidin.com/sports/2026/05/21/1253878,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.75}",gemma-3-4b-it,0.97,0.75
879,Bangladesh Pratidin,৬০ বছরের শিরোপা খরার অবসান ঘটাতে চান হ্যারি কেইন,https://www.bd-pratidin.com/sports/2026/05/21/1253875,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.94,0.82
880,Bangladesh Pratidin,৫২ বছর পর কঙ্গোর ঐতিহাসিক বিশ্বকাপ যাত্রায় নতুন উদ্বেগ,https://www.bd-pratidin.com/sports/2026/05/21/1253868,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.93, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.93,0.78
881,Bangladesh Pratidin,ইবোলা প্রাদুর্ভাবের জেরে কঙ্গোর বিশ্বকাপ প্রস্তুতি ক্যাম্প বাতিল,https://www.bd-pratidin.com/sports/2026/05/21/1253864,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
882,Bangladesh Pratidin,বিশ্বকাপে স্পেনের সর্বকনিষ্ঠ হ্যাটট্রিকম্যান হতে চান ইয়ামাল,https://www.bd-pratidin.com/sports/2026/05/21/1253858,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
883,Bangladesh Pratidin,ব্রিটিশ নাগরিকত্বে আইপিএলে খেলার যোগ্যতা অর্জন করলেন আমির,https://www.bd-pratidin.com/sports/2026/05/21/1253734,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
884,Bangladesh Pratidin,বিশ্বকাপ শেষ ফারমিন লোপেজের,https://www.bd-pratidin.com/sports/2026/05/21/1253713,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.94,0.85
885,Bangladesh Pratidin,বিশ্বকাপ থেকে ছিটকে গেলেন আইরিশ পেসার,https://www.bd-pratidin.com/sports/2026/05/21/1253711,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
886,Bangladesh Pratidin,২০৩০ বিশ্বকাপে চ্যাম্পিয়নস লিগের আদল হবে ইউরোপের বাছাই,https://www.bd-pratidin.com/sports/2026/05/21/1253707,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
887,Bangladesh Pratidin,চেক বাউন্স মামলায় বেকসুর খালাস শামি,https://www.bd-pratidin.com/sports/2026/05/21/1253699,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
888,Bangladesh Pratidin,বিশ্বকাপ দলে ডাক পেয়ে কান্নায় ভেঙে পড়েন নেইমার,https://www.bd-pratidin.com/sports/2026/05/20/1253551,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.75}",gemma-3-4b-it,0.97,0.75
889,Bangladesh Pratidin,কঙ্গো ফুটবল দলকে স্বস্তি দিল যুক্তরাষ্ট্র,https://www.bd-pratidin.com/sports/2026/05/20/1253395,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.94,0.82
890,Bangladesh Pratidin,মেসিকে এখনই বিদায় দিতে চান না স্কালোনি,https://www.bd-pratidin.com/sports/2026/05/20/1253393,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.99,0.91
891,Bangladesh Pratidin,টেস্ট র‍্যাঙ্কিংয়েও বাংলাদেশের ইতিহাস,https://www.bd-pratidin.com/sports/2026/05/20/1253388,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
892,Bangladesh Pratidin,সেলেসাও স্কোয়াড যে কারণে বৈচিত্র্যময়,https://www.bd-pratidin.com/sports/2026/05/20/1253381,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
893,Bangladesh Pratidin,"ম্যাচসেরা লিটন, সিরিজসেরা মুশফিক",https://www.bd-pratidin.com/sports/2026/05/20/1253379,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
894,Bangladesh Pratidin,ভারতকে টপকে পাঁচ নম্বরে উঠে এলো বাংলাদেশ,https://www.bd-pratidin.com/sports/2026/05/20/1253367,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.96,0.92
895,Bangladesh Pratidin,ভারতের দর্শকরা শেষ পর্যন্ত বিশ্বকাপ দেখতে পারবেন কি?,https://www.bd-pratidin.com/sports/2026/05/19/1253158,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.94,0.85
896,Bangladesh Pratidin,ইতিহাস গড়ে ষষ্ঠ বিশ্বকাপে রোনালদো,https://www.bd-pratidin.com/sports/2026/05/19/1253154,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
897,Bangladesh Pratidin,দীর্ঘ ২৮ বছর পর বিশ্বকাপ খেলতে স্কটল্যান্ডের দল ঘোষণা,https://www.bd-pratidin.com/sports/2026/05/19/1253152,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
898,Bangladesh Pratidin,"ইরান কি বিশ্বকাপে খেলবে, কী করতে চাইছে ফিফা ও যুক্তরাষ্ট্র?",https://www.bd-pratidin.com/sports/2026/05/19/1253140,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
899,Bangladesh Pratidin,অবসর ভেঙেই কেপ ভার্দের নায়ক হন ‘স্টপিরা’,https://www.bd-pratidin.com/sports/2026/05/19/1253126,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
900,Bangladesh Pratidin,গার্দিওলার স্থলাভিষিক্ত হচ্ছেন মারেস্কা,https://www.bd-pratidin.com/sports/2026/05/19/1253118,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.94,0.85
901,Bangladesh Pratidin,বিশ্বকাপ স্কোয়াড ঘোষণা করল অস্ট্রিয়া ও জর্ডান,https://www.bd-pratidin.com/sports/2026/05/19/1252932,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
902,Bangladesh Pratidin,তারকাখচিত দল ঘোষণা করলো আর্জেন্টিনার গ্রুপসঙ্গী অস্ট্রিয়া,https://www.bd-pratidin.com/sports/2026/05/19/1252922,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
903,Bangladesh Pratidin,৩০ বছর পর দল ঘোষণায় যে নজির দেখালো ব্রাজিল,https://www.bd-pratidin.com/sports/2026/05/19/1252921,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
904,Bangladesh Pratidin,"রানার পর মিরাজের আঘাত, চাপে পাকিস্তান",https://www.bd-pratidin.com/sports/2026/05/19/1252917,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.85, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.85,0.78
905,Bangladesh Pratidin,দিনের শুরুতেই পাকিস্তান শিবিরে রানার আঘাত,https://www.bd-pratidin.com/sports/2026/05/19/1252904,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.81}",gemma-3-4b-it,0.92,0.81
906,Bangladesh Pratidin,হাভার্টজের গোলে শিরোপার আরও কাছে আর্সেনাল,https://www.bd-pratidin.com/sports/2026/05/19/1252899,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
907,Bangladesh Pratidin,১৭ জুলাই থেকে শুরু হচ্ছে এলপিএল,https://www.bd-pratidin.com/sports/2026/05/18/1252606,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
908,Bangladesh Pratidin,কেকেআর আমাকে সমর্থন করেনি: লিটন দাস,https://www.bd-pratidin.com/sports/2026/05/18/1252589,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
909,Bangladesh Pratidin,পাকিস্তানকে ৪৩৭ রানের লক্ষ্য দিল বাংলাদেশ,https://www.bd-pratidin.com/sports/2026/05/18/1252579,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.99,0.92
910,Bangladesh Pratidin,আজই কি শেষ টি-টোয়েন্টি ম্যাচ খেলবেন ধোনি?,https://www.bd-pratidin.com/sports/2026/05/18/1252569,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.85, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.85,0.78
911,Bangladesh Pratidin,মুমিনুলকে পেছনে ফেলে শীর্ষে মুশফিক,https://www.bd-pratidin.com/sports/2026/05/18/1252567,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
912,Bangladesh Pratidin,"নঁতের অবনমনে আল্ট্রাসদের তাণ্ডব, ক্ষোভ ঝাড়লেন ফ্রান্সের ক্রীড়ামন্ত্রী",https://www.bd-pratidin.com/sports/2026/05/18/1252566,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
913,Bangladesh Pratidin,টেস্ট চ্যাম্পিয়নশিপের দায়িত্ব যাচ্ছে আইসিসি বোর্ডে,https://www.bd-pratidin.com/sports/2026/05/18/1252481,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
914,Bangladesh Pratidin,"ইংল্যান্ডের বিরুদ্ধে একটাই গোল করে বিশ্বকাপ মাতিয়েছিল পানামা, এবার কী হবে",https://www.bd-pratidin.com/sports/2026/05/18/1252478,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
915,Bangladesh Pratidin,বাংলাদেশের লিড ২০০ ছাড়াল,https://www.bd-pratidin.com/sports/2026/05/18/1252466,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
916,Bangladesh Pratidin,"বিশ্বকাপ স্কোয়াড ঘোষণার আগে নেইমারের নাটকীয় বিদায়, প্রশ্নে ম্যাচ অফিসিয়ালরা",https://www.bd-pratidin.com/sports/2026/05/18/1252451,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
917,Bangladesh Pratidin,"বিশ্বকাপে কারা হতে পারেন নতুন সুপারস্টার, নজরে ৫ তরুণ",https://www.bd-pratidin.com/sports/2026/05/18/1252442,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.92,0.78
918,Bangladesh Pratidin,বিশ্বকাপ থেকে ছিটকে গেলেন মাথিস ডি লিট,https://www.bd-pratidin.com/sports/2026/05/18/1252439,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.8}",gemma-3-4b-it,0.95,0.8
919,Bangladesh Pratidin,কেউ বাউন্সার মারলে তাকে ছেড়ে কথা বলবো না : নাহিদ,https://www.bd-pratidin.com/sports/2026/05/17/1252188,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.75}",gemma-3-4b-it,0.97,0.75
920,Bangladesh Pratidin,আইড্যাব ফুটসাল ফেস্টে চ্যাম্পিয়ন এআইইউবি,https://www.bd-pratidin.com/sports/2026/05/17/1252180,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.96,0.82
921,Bangladesh Pratidin,সিলেট টেস্টে চালকের আসনে বাংলাদেশ,https://www.bd-pratidin.com/sports/2026/05/17/1252167,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
922,Bangladesh Pratidin,আইপিএলে রেকর্ড গড়লেন বিরাট কোহলি,https://www.bd-pratidin.com/sports/2026/05/17/1252157,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.97,0.96
923,Bangladesh Pratidin,বিশ্বকাপে তুমুল প্রতিদ্বন্দ্বিতার আভাস ইরাকের,https://www.bd-pratidin.com/sports/2026/05/17/1252155,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.92,0.88
924,Bangladesh Pratidin,বিশ্বকাপ ইতিহাসে অ্যাসিস্টের শীর্ষে ম্যারাডোনা-মেসি,https://www.bd-pratidin.com/sports/2026/05/17/1252142,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
925,Bangladesh Pratidin,ফিফটি করা বাবরকে ফেরালেন নাহিদ রানা,https://www.bd-pratidin.com/sports/2026/05/17/1252049,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.85, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.85,0.82
926,Bangladesh Pratidin,বাবরের ফিফটিতে পাকিস্তানের প্রতিরোধের চেষ্টা,https://www.bd-pratidin.com/sports/2026/05/17/1252043,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
927,Bangladesh Pratidin,"প্রথম সেশনে টাইগারদের দাপট, চার উইকেট হারাল পাকিস্তান",https://www.bd-pratidin.com/sports/2026/05/17/1252040,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
928,Bangladesh Pratidin,বিশ্বকাপের প্রস্তুতি নিতে তুরস্ক যাচ্ছে ইরান,https://www.bd-pratidin.com/sports/2026/05/17/1252024,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.75}",gemma-3-4b-it,0.97,0.75
929,Bangladesh Pratidin,ফাইনালে হেরে গেল রোনালদোর আল নাসর,https://www.bd-pratidin.com/sports/2026/05/17/1252021,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.99,0.92
930,Bangladesh Pratidin,"তাসকিনের জোড়া আঘাত, দুই ওপেনারকে হারিয়ে চাপে পাকিস্তান",https://www.bd-pratidin.com/sports/2026/05/17/1252007,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.95,0.82
931,Bangladesh Pratidin,বিশ্বকাপে আইভরি কোস্টের দল ঘোষণা,https://www.bd-pratidin.com/sports/2026/05/16/1251821,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
932,Bangladesh Pratidin,যৌন নিপীড়নের অভিযোগে বিশ্বকাপে কপাল পুড়ল রেফারির,https://www.bd-pratidin.com/sports/2026/05/16/1251820,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
933,Bangladesh Pratidin,সেঞ্চুরির খুব কাছে গিয়েও টেনশনে ছিলেন লিটন দাস,https://www.bd-pratidin.com/sports/2026/05/16/1251813,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
934,Bangladesh Pratidin,"ফ্রান্সে জন্ম, তবু বিশ্বকাপে খেলবেন মরক্কোর জার্সিতে",https://www.bd-pratidin.com/sports/2026/05/16/1251801,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
